# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
Kepler-1475 b,Kepler-1475,1,1,Transit,2016,82.17737400,0.373000,2.920,0.261,8.85000,0.02790,M-R relationship,1.950000,0.000000,13.76,441,0,,6214.00,1.28,1.18,0.254,4.29,1568.3800000,15.2775000
Kepler-1476 b,Kepler-1476,1,1,Transit,2016,10.35863224,0.093200,1.670,0.149,3.43000,0.01080,M-R relationship,4.050000,0.000000,75.64,860,0,,5663.00,0.96,0.98,-0.243,4.47,1002.7400000,15.4086000
Kepler-1477 b,Kepler-1477,1,1,Transit,2016,11.55530021,0.091100,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,78.16,674,0,,5100.00,0.78,0.81,-0.196,4.58,680.8280000,14.5763000
Kepler-1478 b,Kepler-1478,1,1,Transit,2016,26.08405940,0.168100,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,0.000000,85.28,598,0,,5904.00,1.06,1.04,0.304,4.41,1845.5800000,15.3994000
Kepler-1479 b,Kepler-1479,1,1,Transit,2016,14.53261362,0.117300,1.830,0.163,4.01000,0.01260,M-R relationship,3.600000,0.000000,98.57,746,0,,5796.00,0.98,0.99,0.145,4.45,728.6680000,13.7331000
Kepler-148 b,Kepler-148,1,3,Transit,2014,1.72936600,0.028000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,609.02,1284,0,,5272.00,0.85,0.86,-0.383,4.55,791.1630000,15.3362000
Kepler-148 c,Kepler-148,1,3,Transit,2014,4.18004300,0.050000,3.600,0.321,12.60000,0.03980,M-R relationship,1.480000,0.000000,187.20,957,0,,5272.00,0.85,0.86,-0.383,4.55,791.1630000,15.3362000
Kepler-148 d,Kepler-148,1,3,Transit,2016,51.84688575,0.260700,8.680,0.774,56.30000,0.17700,M-R relationship,0.473000,0.000000,6.53,413,0,,5172.00,0.81,0.86,-0.383,4.56,791.1630000,15.3362000
Kepler-1480 b,Kepler-1480,2,1,Transit,2016,22.12679948,0.152500,1.670,0.149,3.43000,0.01080,M-R relationship,4.050000,0.000000,16.32,721,0,,5156.00,0.81,0.85,-0.449,4.56,500.8920000,14.4824000
Kepler-1481 b,Kepler-1481,1,1,Transit,2016,5.94220998,0.059000,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.000000,71.94,797,0,,4908.00,0.75,0.80,-0.587,4.60,459.0760000,14.7429000
Kepler-1482 b,Kepler-1482,1,1,Transit,2016,12.25383217,0.101600,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,0.000000,86.50,678,0,,5381.00,0.84,0.88,-0.083,4.54,567.5560000,13.7295000
Kepler-1483 b,Kepler-1483,1,1,Transit,2016,9.50851560,0.095800,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,265.02,1131,0,,6337.00,1.40,1.25,0.394,4.24,1273.7800000,14.4231000
Kepler-1484 b,Kepler-1484,1,1,Transit,2016,30.45491360,0.193900,2.110,0.188,5.10000,0.01600,M-R relationship,2.980000,0.000000,35.92,624,0,,5730.00,0.92,0.94,0.796,4.49,2879.8300000,15.2474000
Kepler-1485 b,Kepler-1485,1,1,Transit,2016,19.91577250,0.146700,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,0.000000,85.18,728,0,,6087.00,1.12,1.11,0.280,4.39,615.6600000,13.1796000
Kepler-1486 b,Kepler-1486,1,1,Transit,2016,54.64957590,0.284600,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,0.000000,22.37,538,0,,5965.00,1.12,1.08,0.312,4.38,1769.1400000,15.2937000
Kepler-1487 b,Kepler-1487,1,1,Transit,2016,7.31946363,0.089800,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,323.29,1682,0,,6541.00,1.63,1.38,0.557,4.16,1014.6200000,13.4508000
Kepler-1488 b,Kepler-1488,1,2,Transit,2016,39.81899320,0.228500,1.860,0.166,4.12000,0.01300,M-R relationship,3.520000,0.000000,73.34,650,0,,5820.00,1.31,1.05,0.587,4.22,905.8250000,13.0767000
Kepler-1488 c,Kepler-1488,1,2,Transit,2021,6.15826988,0.065800,1.652,0.147,3.37000,0.01060,M-R relationship,4.110000,0.000000,510.35,1212,0,,5710.00,1.52,1.00,0.587,4.07,905.8250000,13.0767000
Kepler-1489 b,Kepler-1489,1,1,Transit,2016,82.29475100,0.367900,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,11.89,400,0,,5655.00,0.90,0.93,0.198,4.51,1283.0500000,14.8084000
Kepler-149 b,Kepler-149,1,3,Transit,2014,29.19894300,0.184000,4.210,0.376,16.50000,0.05190,M-R relationship,1.220000,0.000000,23.64,540,0,,5381.00,0.95,0.92,-0.119,4.46,571.0340000,14.0194000
Kepler-149 c,Kepler-149,1,3,Transit,2014,55.32832800,0.281000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,10.08,436,0,,5381.00,0.95,0.92,-0.119,4.46,571.0340000,14.0194000
Kepler-149 d,Kepler-149,1,3,Transit,2014,160.01803200,0.571000,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,2.45,306,0,,5381.00,0.95,0.92,-0.119,4.46,571.0340000,14.0194000
Kepler-1490 b,Kepler-1490,1,1,Transit,2016,92.43629730,0.372900,3.040,0.271,9.48000,0.02980,M-R relationship,1.850000,0.000000,3.79,348,0,,5515.00,0.87,0.90,-0.319,4.52,862.9200000,15.4179000
Kepler-1491 b,Kepler-1491,1,1,Transit,2016,16.58617620,0.127000,1.510,0.135,2.89000,0.00909,M-R relationship,4.610000,0.000000,138.11,821,0,,5728.00,0.99,1.00,0.355,4.45,2065.5900000,15.5695000
Kepler-1492 b,Kepler-1492,1,1,Transit,2016,16.75255007,0.126200,1.490,0.133,2.83000,0.00889,M-R relationship,4.700000,0.000000,11.52,801,0,,4712.00,0.72,0.77,-0.754,4.62,331.5530000,14.4962000
Kepler-1493 b,Kepler-1493,1,1,Transit,2016,15.02179830,0.119700,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,137.91,874,0,,5863.00,1.29,1.06,0.249,4.24,555.0510000,13.5532000
Kepler-1494 b,Kepler-1494,1,1,Transit,2016,91.08048200,0.398200,3.070,0.274,9.64000,0.03030,M-R relationship,1.830000,0.000000,9.11,415,0,,5659.00,0.94,0.96,0.079,4.48,1285.4800000,15.2170000
Kepler-1495 b,Kepler-1495,1,1,Transit,2016,85.27325600,0.367700,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.000000,9.10,443,0,,5831.00,1.04,1.03,0.052,4.42,1355.5400000,15.6247000
Kepler-1496 b,Kepler-1496,1,1,Transit,2016,64.65880170,0.321100,2.220,0.198,5.56000,0.01750,M-R relationship,2.790000,0.000000,18.38,535,0,,6182.00,1.27,1.18,0.304,4.29,1307.6600000,14.6819000
Kepler-1497 b,Kepler-1497,1,1,Transit,2016,8.74199772,0.081700,1.660,0.148,3.39000,0.01070,M-R relationship,4.070000,0.000000,172.38,924,0,,5675.00,0.95,0.96,-0.073,4.47,1122.0000000,15.3761000
Kepler-1498 b,Kepler-1498,1,1,Transit,2016,48.05140500,0.252800,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,9.86,564,0,,5256.00,0.81,0.86,-0.166,4.56,740.0000000,15.0997000
Kepler-1499 b,Kepler-1499,1,1,Transit,2016,44.20080000,0.219600,1.190,0.106,1.81000,0.00570,M-R relationship,5.900000,0.000000,7.37,409,0,,5097.00,0.78,0.82,-0.464,4.58,309.8690000,13.5155000
Kepler-15 b,Kepler-15,1,1,Transit,2011,4.94278200,0.057140,10.760,0.960,209.76000,0.66000,Mass,0.930000,0.060000,430.68,1251,0,,5515.00,0.99,1.02,-0.087,4.46,739.4120000,13.7136000
Kepler-150 b,Kepler-150,1,5,Transit,2014,3.42805400,0.044000,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,367.26,1131,0,,5560.00,0.94,0.94,-0.161,4.47,891.0920000,14.9743000
Kepler-150 c,Kepler-150,1,5,Transit,2014,7.38199800,0.073000,3.690,0.329,13.20000,0.04150,M-R relationship,1.440000,0.000000,132.09,876,0,,5560.00,0.94,0.94,-0.161,4.47,891.0920000,14.9743000
Kepler-150 d,Kepler-150,1,5,Transit,2014,12.56093000,0.104000,2.790,0.249,8.20000,0.02580,M-R relationship,2.070000,0.000000,65.14,734,0,,5560.00,0.94,0.94,-0.161,4.47,891.0920000,14.9743000
Kepler-150 e,Kepler-150,1,5,Transit,2014,30.82655700,0.189000,3.120,0.278,9.91000,0.03120,M-R relationship,1.790000,0.000000,19.67,544,0,,5560.00,0.94,0.94,-0.161,4.47,891.0920000,14.9743000
Kepler-150 f,Kepler-150,1,5,Transit,2017,637.20930000,1.240000,3.640,0.325,12.90000,0.04050,M-R relationship,1.470000,,,,0,,5528.00,0.91,0.97,-0.161,4.51,891.0920000,14.9743000
Kepler-1500 b,Kepler-1500,1,1,Transit,2016,15.03301050,0.123600,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,131.82,928,0,,5845.00,1.00,1.00,0.275,4.44,1217.8200000,14.5804000
Kepler-1501 b,Kepler-1501,1,1,Transit,2016,14.55645330,0.122800,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,100.00,787,0,,6229.00,1.30,1.20,0.202,4.28,749.0600000,13.6458000
Kepler-1502 b,Kepler-1502,1,1,Transit,2016,41.70836290,0.248200,3.180,0.284,10.20000,0.03220,M-R relationship,1.740000,0.000000,77.32,608,0,,6666.00,1.72,1.44,0.742,4.13,1514.0200000,14.0931000
Kepler-1503 b,Kepler-1503,1,1,Transit,2016,96.16987000,0.377100,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,0.000000,5.64,321,0,,5069.00,0.74,0.77,-0.144,4.59,1225.5700000,15.7862000
Kepler-1504 b,Kepler-1504,1,1,Transit,2016,82.30400300,0.370400,2.130,0.190,5.18000,0.01630,M-R relationship,2.950000,0.000000,25.17,485,0,,5393.00,0.81,0.85,0.468,4.55,2435.9400000,15.6311000
Kepler-1505 b,Kepler-1505,1,1,Transit,2016,30.86093660,0.186200,0.930,0.083,0.74900,0.00236,M-R relationship,5.120000,0.000000,36.12,525,0,,5686.00,0.86,0.93,0.149,4.54,495.1480000,12.9258000
Kepler-1506 b,Kepler-1506,1,1,Transit,2016,14.03291540,0.116800,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.000000,235.81,783,0,,5676.00,0.93,0.95,0.426,4.49,2366.0200000,15.6243000
Kepler-1507 b,Kepler-1507,1,1,Transit,2016,16.05062130,0.123400,0.840,0.075,0.52000,0.00164,M-R relationship,4.820000,0.000000,30.48,630,0,,5410.00,0.85,0.89,-0.324,4.53,320.4780000,13.1038000
Kepler-1508 b,Kepler-1508,1,1,Transit,2016,20.70565040,0.162900,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,0.000000,116.14,967,0,,6158.00,1.22,1.14,0.537,4.32,1260.2800000,14.3466000
Kepler-1509 b,Kepler-1509,1,1,Transit,2016,25.43381970,0.170700,1.850,0.165,4.08000,0.01280,M-R relationship,3.540000,0.000000,83.08,667,0,,5780.00,0.99,1.00,0.399,4.45,2002.9600000,15.3316000
Kepler-151 b,Kepler-151,1,2,Transit,2014,15.22895800,0.116000,3.060,0.273,9.59000,0.03020,M-R relationship,1.840000,0.000000,40.73,639,0,,5460.00,0.83,0.87,-0.334,4.55,649.9190000,14.7189000
Kepler-151 c,Kepler-151,1,2,Transit,2014,24.67461200,0.160000,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,21.41,544,0,,5460.00,0.83,0.87,-0.334,4.55,649.9190000,14.7189000
Kepler-1510 b,Kepler-1510,1,1,Transit,2016,84.70392100,0.408900,3.360,0.300,11.20000,0.03540,M-R relationship,1.620000,0.000000,14.04,537,0,,6200.00,1.28,1.19,0.377,4.29,1696.2500000,15.1424000
Kepler-1511 b,Kepler-1511,1,1,Transit,2016,23.23827920,0.175300,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,228.22,903,0,,6064.00,1.29,1.17,0.838,4.28,1475.6000000,13.5024000
Kepler-1512 b,Kepler-1512,1,1,Transit,2016,20.35972599,0.109700,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,1.60,322,0,,4372.00,0.67,0.73,-1.695,4.64,162.0000000,13.2634000
Kepler-1513 b,Kepler-1513,1,1,Transit,2016,160.88465087,0.541600,8.460,0.755,53.90000,0.17000,M-R relationship,0.489000,0.000000,2.23,346,0,,5617.00,0.97,0.99,-0.170,4.46,349.2470000,12.9559000
Kepler-1514 b,Kepler-1514,1,2,Transit,2016,217.83184000,0.753000,12.420,1.108,1678.14240,5.28000,Mass,4.820000,0.401000,3.23,388,0,,6145.00,1.29,1.20,0.328,4.29,397.2920000,11.8292000
Kepler-1514 c,Kepler-1514,1,2,Transit,2020,10.51418100,0.099700,1.176,0.105,1.74000,0.00546,M-R relationship,5.880000,0.320000,193.00,1066,0,,6145.00,1.29,1.20,0.328,4.29,397.2920000,11.8292000
Kepler-1515 b,Kepler-1515,1,1,Transit,2016,214.31141640,0.765500,9.550,0.852,66.20000,0.20800,M-R relationship,0.418000,0.000000,6.02,380,1,,6511.00,1.41,1.30,0.566,4.26,539.3210000,11.9975000
Kepler-1516 b,Kepler-1516,1,1,Transit,2016,7.25931979,0.071800,1.750,0.156,3.71000,0.01170,M-R relationship,3.800000,0.000000,615.25,967,0,,5904.00,1.07,1.04,0.446,4.40,1358.9500000,14.4469000
Kepler-1517 b,Kepler-1517,1,1,Transit,2016,5.54608367,0.078000,9.760,0.871,68.70000,0.21600,M-R relationship,0.406000,0.000000,1526.98,2336,0,,7010.00,1.95,1.58,0.879,4.06,847.2990000,12.1739000
Kepler-1518 b,Kepler-1518,1,1,Transit,2016,5.11177904,0.059300,3.050,0.272,9.53000,0.03000,M-R relationship,1.850000,0.000000,1079.46,1351,0,,6846.00,1.88,1.54,0.691,4.08,903.5100000,13.2803000
Kepler-1519 b,Kepler-1519,1,1,Transit,2016,240.79893970,0.765500,7.060,0.630,39.60000,0.12500,M-R relationship,0.618000,0.000000,3.94,342,0,,5644.00,0.91,0.94,0.326,4.50,1441.6300000,14.8034000
Kepler-152 b,Kepler-152,1,2,Transit,2014,18.20797300,0.124000,2.790,0.249,8.20000,0.02580,M-R relationship,2.070000,0.000000,21.08,551,0,,5088.00,0.72,0.83,-0.465,4.61,441.0900000,14.2437000
Kepler-152 c,Kepler-152,1,2,Transit,2014,88.25505500,0.356000,2.390,0.213,6.30000,0.01980,M-R relationship,2.540000,0.000000,2.57,326,0,,5088.00,0.72,0.83,-0.465,4.61,441.0900000,14.2437000
Kepler-1520 b,Kepler-1520,1,1,Transit,2016,0.65355357,0.012900,5.770,0.515,28.10000,0.08850,M-R relationship,0.804000,0.000000,1134.39,1437,0,,4677.00,0.71,0.76,-0.673,4.61,607.9170000,15.6932000
Kepler-1521 b,Kepler-1521,1,1,Transit,2016,47.14840805,0.231700,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,0.000000,5.12,391,0,,5042.00,0.76,0.81,-0.569,4.59,206.9830000,12.8476000
Kepler-1522 b,Kepler-1522,1,1,Transit,2016,1.84788917,0.028800,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,0.000000,1513.46,1374,0,,5706.00,0.93,0.96,0.092,4.49,814.1250000,14.1963000
Kepler-1523 b,Kepler-1523,1,1,Transit,2016,0.93875077,0.018500,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,0.000000,2218.14,1676,0,,5708.00,0.96,0.97,-0.099,4.46,865.5960000,14.8369000
Kepler-1524 b,Kepler-1524,1,1,Transit,2016,70.96746030,0.339200,3.540,0.316,12.30000,0.03860,M-R relationship,1.520000,0.000000,8.44,438,1,,6179.00,1.25,1.17,-0.006,4.31,381.7730000,12.7003000
Kepler-1525 b,Kepler-1525,1,1,Transit,2016,2.41660118,0.036000,0.910,0.081,0.69300,0.00218,M-R relationship,5.050000,0.000000,715.11,1343,0,,5748.00,1.04,1.07,-0.011,4.44,382.9890000,12.6919000
Kepler-1526 b,Kepler-1526,1,1,Transit,2016,3.90863200,0.041800,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,0.000000,99.10,787,0,,4601.00,0.69,0.73,-0.707,4.62,555.5740000,15.6551000
Kepler-1527 b,Kepler-1527,1,1,Transit,2016,160.12991800,0.627600,4.770,0.426,20.40000,0.06410,M-R relationship,1.030000,0.000000,7.81,450,1,,6224.00,1.32,1.21,0.482,4.27,1842.1300000,15.0782000
Kepler-1528 b,Kepler-1528,1,1,Transit,2016,1.79111021,0.029600,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,1106.85,1549,0,,5857.00,1.03,1.03,-0.064,4.43,817.5340000,14.4764000
Kepler-1529 b,Kepler-1529,1,1,Transit,2016,5.33905686,0.052500,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,0.000000,115.77,817,0,,5048.00,0.77,0.81,-0.520,4.58,661.0140000,15.3885000
Kepler-153 b,Kepler-153,1,2,Transit,2014,18.87022700,0.129000,2.920,0.261,8.85000,0.02790,M-R relationship,1.950000,0.000000,21.61,621,0,,5404.00,0.89,0.83,-0.446,4.45,459.3680000,14.2493000
Kepler-153 c,Kepler-153,1,2,Transit,2014,46.90232000,0.237000,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,0.000000,6.42,458,0,,5404.00,0.89,0.83,-0.446,4.45,459.3680000,14.2493000
Kepler-1530 b,Kepler-1530,1,3,Transit,2016,2.59044340,0.037100,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,353.56,1484,0,,5477.00,0.88,0.92,-0.311,4.52,489.8760000,14.0055000
Kepler-1530 c,Kepler-1530,1,3,Transit,2016,5.32274060,0.060000,1.650,0.147,3.36000,0.01060,M-R relationship,4.110000,0.000000,135.18,1167,1,,5477.00,0.88,0.92,-0.311,4.52,489.8760000,14.0055000
Kepler-1530 d,Kepler-1530,1,3,Transit,2021,9.20761013,0.086500,3.279,0.293,10.80000,0.03390,M-R relationship,1.680000,0.000000,211.08,972,0,,5678.00,1.30,1.02,-0.311,4.21,489.8760000,14.0055000
Kepler-1531 b,Kepler-1531,1,1,Transit,2016,1.13854338,0.022000,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,0.000000,9805.45,2537,0,,6260.00,1.27,1.16,0.304,4.29,666.3340000,13.1712000
Kepler-1532 b,Kepler-1532,1,1,Transit,2016,1.09366356,0.020600,1.350,0.120,2.39000,0.00752,M-R relationship,5.340000,0.000000,1705.76,1681,0,,5559.00,0.88,0.91,-0.141,4.51,798.2460000,14.8028000
Kepler-1533 b,Kepler-1533,1,1,Transit,2016,308.54710000,0.962500,3.460,0.309,11.80000,0.03720,M-R relationship,1.570000,0.000000,4.79,330,0,,6431.00,1.51,1.31,0.662,4.20,966.8010000,13.1678000
Kepler-1534 b,Kepler-1534,1,1,Transit,2016,5.71668872,0.059900,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,0.000000,196.51,955,0,,5442.00,0.86,0.90,-0.233,4.52,1107.0000000,16.2352000
Kepler-1535 b,Kepler-1535,1,1,Transit,2016,138.94420000,0.532900,2.550,0.227,7.04000,0.02210,M-R relationship,2.330000,0.000000,5.38,384,0,,6021.00,1.11,1.08,0.165,4.38,897.7330000,14.1798000
Kepler-1536 b,Kepler-1536,1,1,Transit,2016,364.75803100,0.850700,3.140,0.280,10.00000,0.03150,M-R relationship,1.770000,0.000000,0.19,166,0,,4434.00,0.67,0.71,-0.822,4.64,387.2480000,15.1407000
Kepler-1537 b,Kepler-1537,1,1,Transit,2016,1.44445380,0.024500,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,713.17,1800,0,,5079.00,0.77,0.81,-0.423,4.58,517.2920000,14.5457000
Kepler-1538 b,Kepler-1538,1,1,Transit,2016,175.13881900,0.609500,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,1.99,346,0,,5837.00,1.03,1.03,-0.085,4.42,1125.3000000,15.2279000
Kepler-1539 b,Kepler-1539,1,1,Transit,2016,133.30367410,0.476500,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,0.000000,1.57,301,0,,5176.00,0.80,0.84,-0.426,4.57,748.3260000,15.3085000
Kepler-154 b,Kepler-154,1,5,Transit,2014,33.04053200,0.198000,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,0.000000,28.11,561,0,,5690.00,1.00,0.98,0.033,4.42,915.2120000,14.5121000
Kepler-154 c,Kepler-154,1,5,Transit,2014,62.30327600,0.303000,2.950,0.263,9.01000,0.02830,M-R relationship,1.930000,0.000000,12.07,454,0,,5690.00,1.00,0.98,0.033,4.42,915.2120000,14.5121000
Kepler-154 d,Kepler-154,1,5,Transit,2016,20.54981883,0.141500,3.840,0.343,14.10000,0.04440,M-R relationship,1.370000,0.000000,53.00,657,0,,5769.00,0.98,0.98,0.033,4.45,915.2120000,14.5121000
Kepler-154 e,Kepler-154,1,5,Transit,2016,3.93276465,0.047000,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,0.000000,480.40,1140,0,,5769.00,0.98,0.98,0.033,4.45,915.2120000,14.5121000
Kepler-154 f,Kepler-154,1,5,Transit,2016,9.91935684,0.087100,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,0.000000,139.88,838,0,,5769.00,0.98,0.98,0.033,4.45,915.2120000,14.5121000
Kepler-1540 b,Kepler-1540,2,1,Transit,2016,125.41311770,0.442600,2.490,0.222,6.76000,0.02130,M-R relationship,2.410000,0.000000,0.85,266,0,,4540.00,0.69,0.74,-0.818,4.63,244.9600000,14.0831000
Kepler-1541 b,Kepler-1541,1,1,Transit,2016,8.40691199,0.078100,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,75.56,1048,0,,5282.00,0.81,0.86,-0.336,4.56,416.6920000,13.7908000
Kepler-1542 b,Kepler-1542,1,4,Transit,2016,3.95116882,0.047900,0.760,0.068,0.36300,0.00114,M-R relationship,4.540000,0.000000,518.44,1160,0,,5564.00,0.99,0.94,0.070,4.41,399.1140000,12.5876000
Kepler-1542 c,Kepler-1542,1,4,Transit,2016,2.89223021,0.038900,0.650,0.058,0.20800,0.00065,M-R relationship,4.160000,0.000000,786.08,1287,0,,5564.00,0.99,0.94,0.070,4.41,399.1140000,12.5876000
Kepler-1542 d,Kepler-1542,1,4,Transit,2016,5.99273738,0.063200,0.870,0.078,0.59000,0.00186,M-R relationship,4.920000,0.000000,297.81,1010,0,,5564.00,0.99,0.94,0.070,4.41,399.1140000,12.5876000
Kepler-1542 e,Kepler-1542,1,4,Transit,2016,5.10115756,0.056700,0.760,0.068,0.36300,0.00114,M-R relationship,4.540000,0.000000,370.00,1065,0,,5564.00,0.99,0.94,0.070,4.41,399.1140000,12.5876000
Kepler-1543 b,Kepler-1543,1,1,Transit,2016,6.96710269,0.086700,2.710,0.242,7.80000,0.02450,M-R relationship,2.150000,0.000000,375.65,1774,0,,6561.00,1.65,1.39,0.487,4.14,921.7840000,13.4193000
Kepler-1544 b,Kepler-1544,1,1,Transit,2016,168.81117400,0.542100,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,0.83,269,0,,4886.00,0.74,0.81,-0.606,4.61,335.0900000,14.0390000
Kepler-1545 b,Kepler-1545,1,1,Transit,2016,163.69234900,0.544200,2.700,0.241,7.75000,0.02440,M-R relationship,2.160000,0.000000,1.41,274,0,,5201.00,0.80,0.84,-0.277,4.57,729.9640000,15.0334000
Kepler-1546 b,Kepler-1546,1,1,Transit,2016,19.59749710,0.136600,3.130,0.279,9.96000,0.03130,M-R relationship,1.780000,0.000000,36.30,671,0,,5623.00,0.93,0.95,-0.130,4.48,931.9560000,15.3680000
Kepler-1547 b,Kepler-1547,1,1,Transit,2016,0.69297968,0.016500,0.900,0.080,0.66600,0.00210,M-R relationship,5.020000,0.000000,5760.94,3186,0,,6078.00,1.18,1.12,0.222,4.34,674.6950000,13.4085000
Kepler-1548 b,Kepler-1548,1,1,Transit,2016,124.82867900,0.467900,2.640,0.236,7.46000,0.02350,M-R relationship,2.230000,0.000000,1.93,350,0,,5706.00,0.97,0.99,-0.307,4.46,872.2790000,15.2455000
Kepler-1549 b,Kepler-1549,1,1,Transit,2016,214.88654500,0.668700,2.570,0.229,7.13000,0.02240,M-R relationship,2.310000,0.000000,1.18,286,0,,5324.00,0.84,0.88,-0.273,4.54,803.0520000,15.1516000
Kepler-155 b,Kepler-155,1,2,Transit,2014,5.93119400,0.056000,2.090,0.186,5.02000,0.01580,M-R relationship,3.020000,0.000000,23.50,614,0,M0 V,4508.00,0.62,0.64,-1.210,4.68,293.4990000,14.2400000
Kepler-155 c,Kepler-155,1,2,Transit,2014,52.66179300,0.242000,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.000000,1.28,286,0,M0 V,4508.00,0.62,0.64,-1.210,4.68,293.4990000,14.2400000
Kepler-1550 b,Kepler-1550,1,1,Transit,2016,225.58280900,0.768100,3.020,0.269,9.38000,0.02950,M-R relationship,1.870000,0.000000,2.31,348,0,,5991.00,1.11,1.07,0.119,4.38,1179.0100000,14.8841000
Kepler-1551 b,Kepler-1551,1,1,Transit,2016,24.49736980,0.177200,2.660,0.237,7.56000,0.02380,M-R relationship,2.210000,0.000000,60.42,722,0,,6136.00,1.22,1.14,0.244,4.32,1463.7200000,15.0975000
Kepler-1552 b,Kepler-1552,1,1,Transit,2016,184.77185300,0.604500,2.470,0.220,6.66000,0.02100,M-R relationship,2.430000,0.000000,1.85,268,1,,5202.00,0.78,0.85,-0.201,4.58,769.0960000,14.9308000
Kepler-1553 b,Kepler-1553,1,1,Transit,2016,4.24261881,0.048100,1.150,0.103,1.60000,0.00505,M-R relationship,5.780000,0.000000,166.11,926,0,,5288.00,0.81,0.85,-0.338,4.56,692.5940000,14.9914000
